symbol,entry_date,exit_date,entry_price,exit_price,pnl,pnl_pct,strategy,ml_confidence,exit_reason
META,2024-03-14,2024-03-27,489.3351745605469,491.3548889160156,-234.83444213867188,0.0041274661223415585,PULLBACK,0.5,RSI_SELL
NVDA,2024-03-14,2024-03-28,87.904052734375,90.31495666503906,1594.8004455566406,0.02742653900098596,TREND_FOLLOW,0.5,TIME_EXIT
COIN,2024-03-15,2024-04-01,242.36000061035156,252.11000061035156,1105.310073852539,0.04022941069254793,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2024-04-05,2024-04-09,87.968017578125,85.3152084350586,-946.9898819274895,-0.030156518426829707,PULLBACK,0.5,RSI_SELL
COIN,2024-04-01,2024-04-15,252.11000061035156,223.41000366210938,-7190.534756469722,-0.11383918479536814,PULLBACK,0.5,STOP_LOSS
META,2024-04-02,2024-04-16,494.84716796875,497.22503662109375,-274.0628030395528,0.004805258686443396,PULLBACK,0.5,TIME_EXIT
TSLA,2024-05-03,2024-05-17,181.19000244140625,177.4600067138672,-1242.1510934875478,-0.020586101204702393,TREND_FOLLOW,0.5,RSI_SELL
NVDA,2024-05-08,2024-05-22,90.37092590332031,94.9068603515625,1971.7487465826416,0.0501924087078047,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2024-05-22,2024-05-23,180.11000061035156,173.74000549316406,-1241.3261839739207,-0.03536724832380792,PULLBACK,0.5,RSI_SELL
AMD,2024-05-20,2024-06-03,166.3300018310547,163.5500030517578,-822.506954680357,-0.016713754275795568,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2024-05-22,2024-06-05,94.9068603515625,122.3843765258789,12577.688755734802,0.2895208636396961,TREND_FOLLOW,0.5,TAKE_PROFIT
AMD,2024-06-05,2024-06-10,166.1699981689453,160.33999633789062,-1304.374120065193,-0.03508456337062311,TREND_FOLLOW,0.5,RSI_SELL
TSLA,2024-06-03,2024-06-11,176.2899932861328,170.66000366210938,-1386.873673745511,-0.03193595688035175,PULLBACK,0.5,RSI_SELL
NVDA,2024-06-05,2024-06-20,122.3843765258789,130.73133850097656,3437.8066856909063,0.06820283938230172,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2024-06-20,2024-06-24,130.73133850097656,118.0660400390625,-4830.179753598248,-0.09688035483412,TREND_FOLLOW,0.5,STOP_LOSS
PLTR,2024-06-11,2024-06-25,23.850000381469727,24.559999465942383,1381.8339258840715,0.02976935317050521,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2024-06-20,2024-07-02,181.57000732421875,231.25999450683594,9383.966472896267,0.27366847594982324,PULLBACK,0.5,TAKE_PROFIT
NVDA,2024-06-24,2024-07-08,118.0660400390625,128.1522674560547,2981.5867360985576,0.08542869239668857,PULLBACK,0.5,TIME_EXIT
TSLA,2024-07-02,2024-07-16,231.25999450683594,256.55999755859375,6064.8343527683755,0.10940069036026011,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2024-07-08,2024-07-17,128.1522674560547,117.94608306884766,-4206.661665358995,-0.07964107533803008,PULLBACK,0.5,RSI_SELL
NET,2024-07-17,2024-07-18,80.58000183105469,78.5199966430664,-977.4165467812127,-0.0255647200444016,PULLBACK,0.5,RSI_SELL
TSLA,2024-07-16,2024-07-24,256.55999755859375,215.99000549316406,-9037.832882287374,-0.15813062227740401,TREND_FOLLOW,0.5,STOP_LOSS
PLTR,2024-07-17,2024-07-30,28.219999313354492,26.3700008392334,-3498.6727141757146,-0.06555629054340986,TREND_FOLLOW,0.5,RSI_SELL
COIN,2024-07-24,2024-07-30,245.05999755859375,224.4600067138672,-4189.588259763586,-0.08406100975252444,TREND_FOLLOW,0.5,STOP_LOSS
TSLA,2024-07-31,2024-08-01,232.07000732421875,216.86000061035156,-3953.1821218930127,-0.06554059651757453,PULLBACK,0.5,RSI_SELL
META,2024-08-13,2024-08-27,526.381103515625,516.9796752929688,-1263.6280733665844,-0.01786049719464745,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2024-08-14,2024-08-28,31.0,30.360000610351562,-834.1623167618818,-0.0206451416015625,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2024-08-21,2024-08-29,128.45216369628906,117.54622650146484,-2470.2110216356596,-0.08490271304896117,TREND_FOLLOW,0.5,STOP_LOSS
META,2024-08-28,2024-09-03,514.6692504882812,509.6697082519531,-555.8229600143823,-0.009714087701149657,PULLBACK,0.5,RSI_SELL
NET,2024-08-30,2024-09-03,82.13999938964844,78.11000061035156,-2005.3210243389476,-0.04906256159291802,TREND_FOLLOW,0.5,RSI_SELL
PLTR,2024-09-03,2024-09-05,30.510000228881836,30.15999984741211,-612.9860314663674,-0.011471661056836176,PULLBACK,0.5,RSI_SELL
TSLA,2024-09-04,2024-09-18,219.41000366210938,227.1999969482422,1195.6374501689788,0.03550427581291769,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2024-09-09,2024-09-23,34.599998474121094,37.95000076293945,3990.2853743964515,0.09682087966922824,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2024-09-18,2024-10-02,227.1999969482422,249.02000427246094,3813.033807407068,0.09603876592124033,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2024-09-23,2024-10-07,37.95000076293945,38.88999938964844,1038.2455476017276,0.02476939678027495,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2024-09-30,2024-10-14,121.40518951416016,138.0304412841797,4034.909250569748,0.1369402068935483,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2024-10-07,2024-10-21,38.88999938964844,42.70000076293945,4812.226700726023,0.09796866631746835,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2024-10-14,2024-10-28,138.0304412841797,140.479736328125,696.5534709555795,0.01774460054722753,TREND_FOLLOW,0.5,TIME_EXIT
COIN,2024-10-21,2024-10-31,213.72000122070312,179.25,-8192.547409085884,-0.16128579928795175,TREND_FOLLOW,0.5,STOP_LOSS
PLTR,2024-10-28,2024-10-31,44.970001220703125,41.560001373291016,-2614.38386883762,-0.07582832454632503,TREND_FOLLOW,0.5,RSI_SELL
TSLA,2024-10-31,2024-11-08,249.85000610351562,321.2200012207031,11976.094831990027,0.2856513643134278,TREND_FOLLOW,0.5,TAKE_PROFIT
NVDA,2024-10-28,2024-11-11,140.479736328125,145.2183380126953,1613.0684176168725,0.03373156733083654,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2024-11-08,2024-11-22,321.2200012207031,352.55999755859375,4861.17734319641,0.09756551964009741,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2024-11-11,2024-11-25,145.2183380126953,135.9810028076172,-3235.2226271129985,-0.06360997744148936,PULLBACK,0.5,TIME_EXIT
TSLA,2024-11-22,2024-12-06,352.55999755859375,389.2200012207031,5234.057568779746,0.10398231199220684,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2024-11-22,2024-12-06,64.3499984741211,76.33999633789062,6953.1640377698495,0.1863247575458982,TREND_FOLLOW,0.5,TIME_EXIT
COIN,2024-12-06,2024-12-09,343.6199951171875,310.5199890136719,-3732.788855774066,-0.09632735747006592,TREND_FOLLOW,0.5,STOP_LOSS
TSLA,2024-12-06,2024-12-20,389.2200012207031,421.05999755859375,5843.465449990734,0.08180462524544335,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2024-12-06,2024-12-20,76.33999633789062,80.55000305175781,2782.898211844098,0.055148112599235105,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2024-12-24,2024-12-30,462.2799987792969,417.4100036621094,-5546.2948540402795,-0.09706237612631273,TREND_FOLLOW,0.5,STOP_LOSS
TSLA,2024-12-31,2025-01-02,403.8399963378906,379.2799987792969,-3228.0785190086826,-0.0608161593237648,PULLBACK,0.5,RSI_SELL
PLTR,2024-12-20,2025-01-03,80.55000305175781,79.88999938964844,-639.349553884982,-0.008193713682236441,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2025-01-03,2025-01-07,410.44000244140625,394.3599853515625,-2413.7978585978562,-0.0391775094878558,PULLBACK,0.5,RSI_SELL
PLTR,2025-01-03,2025-01-07,79.88999938964844,69.98999786376953,-4999.80414768598,-0.12392041058347632,TREND_FOLLOW,0.5,STOP_LOSS
NET,2025-01-02,2025-01-16,112.54000091552734,114.81999969482422,901.0086131484713,0.020259452290286053,PULLBACK,0.5,TIME_EXIT
NVDA,2025-01-07,2025-01-16,140.10946655273438,133.54090881347656,-2576.5556459164145,-0.04688161264810426,TREND_FOLLOW,0.5,RSI_SELL
META,2025-01-07,2025-01-21,616.4500732421875,615.0234375,-384.73743084022135,-0.0023142762149158044,PULLBACK,0.5,TIME_EXIT
NVDA,2025-01-17,2025-01-27,137.6800079345703,118.39420318603516,-5461.731113125701,-0.1400770165389615,PULLBACK,0.5,STOP_LOSS
NET,2025-01-16,2025-01-30,114.81999969482422,137.25999450683594,10619.257657082562,0.19543629046903102,PULLBACK,0.5,TIME_EXIT
PLTR,2025-01-30,2025-02-04,81.22000122070312,103.83000183105469,12638.397827315042,0.27837971276203616,TREND_FOLLOW,0.5,TAKE_PROFIT
COIN,2025-01-28,2025-02-06,281.82000732421875,270.3699951171875,-1368.8386806970411,-0.040628812396057555,PULLBACK,0.5,RSI_SELL
META,2025-01-27,2025-02-10,658.3422241210938,715.7281494140625,3398.0735609182884,0.08716731692180409,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2025-02-04,2025-02-18,103.83000183105469,124.62000274658203,10570.589508123281,0.2002311523537817,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2025-02-18,2025-02-19,124.62000274658203,112.05999755859375,-6639.186274754451,-0.10078643003667215,TREND_FOLLOW,0.5,STOP_LOSS
NET,2025-02-18,2025-02-21,168.80999755859375,151.9600067138672,-4648.317675653307,-0.09981630879935266,TREND_FOLLOW,0.5,STOP_LOSS
META,2025-02-10,2025-02-24,715.7281494140625,666.572998046875,-4435.647482757515,-0.06867852187653765,TREND_FOLLOW,0.5,RSI_SELL
NVDA,2025-02-19,2025-02-25,139.19967651367188,126.60242462158203,-4440.300159049046,-0.09049770953205176,TREND_FOLLOW,0.5,STOP_LOSS
NET,2025-02-25,2025-02-28,143.13999938964844,145.3000030517578,1039.7098998582078,0.015090147207766313,PULLBACK,0.5,RSI_SELL
AMD,2025-03-25,2025-03-28,114.80999755859375,103.22000122070312,-7392.896801775467,-0.10094936490156811,TREND_FOLLOW,0.5,STOP_LOSS
TSLA,2025-04-09,2025-04-11,272.20001220703125,252.30999755859375,-5011.480101325418,-0.07307132166221011,TREND_FOLLOW,0.5,RSI_SELL
PLTR,2025-04-16,2025-04-29,92.70999908447266,116.08000183105469,16289.989853390733,0.2520763992812519,PULLBACK,0.5,TAKE_PROFIT
COIN,2025-04-24,2025-05-08,203.8699951171875,206.5,492.03599887497694,0.012900401951256898,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2025-04-29,2025-05-13,292.0299987792969,334.07000732421875,8631.785388886186,0.14395784241568216,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2025-04-29,2025-05-13,116.08000183105469,128.10000610351562,4308.609946780882,0.10354931153391184,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2025-05-08,2025-05-22,117.35523986816406,132.81329345703125,5727.176343748186,0.13172018229635626,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2025-05-13,2025-05-27,334.07000732421875,362.8900146484375,5749.0775266911805,0.08626936478092331,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2025-05-22,2025-06-05,132.81329345703125,139.97239685058594,3434.18295735625,0.0539035152823076,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2025-05-23,2025-06-05,123.30999755859375,119.91000366210938,-1315.954046549843,-0.027572735088805634,PULLBACK,0.5,RSI_SELL
COIN,2025-06-05,2025-06-06,244.1999969482422,251.27000427246094,1105.7462098618853,0.0289517093061931,PULLBACK,0.5,RSI_SELL
NVDA,2025-06-05,2025-06-20,139.97239685058594,143.84188842773438,2424.99366634163,0.027644676123385534,TREND_FOLLOW,0.5,TIME_EXIT
AMD,2025-06-05,2025-06-20,115.69000244140625,128.24000549316406,6909.679358553389,0.10847958152748798,PULLBACK,0.5,TIME_EXIT
NVDA,2025-06-20,2025-07-07,143.84188842773438,158.2310791015625,9627.724120116385,0.10003477311866077,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2025-06-20,2025-07-07,137.3000030517578,139.1199951171875,867.9778313471033,0.01325558648927056,TREND_FOLLOW,0.5,TIME_EXIT
AMD,2025-06-20,2025-07-07,128.24000549316406,134.8000030517578,2315.9233094576193,0.051154064859607606,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2025-07-07,2025-07-21,158.2310791015625,171.37034606933594,8595.078934877223,0.0830384715972255,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2025-07-07,2025-07-21,139.1199951171875,151.7899932861328,6628.694098713357,0.09107244546891165,PULLBACK,0.5,TIME_EXIT
COIN,2025-07-07,2025-07-21,357.1000061035156,413.6300048828125,8101.225053669674,0.15830299023548614,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2025-07-21,2025-08-04,171.37034606933594,179.98985290527344,5894.498554811114,0.0502975399982566,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2025-07-21,2025-08-04,151.7899932861328,160.66000366210938,4728.7604538218875,0.05843606804340577,TREND_FOLLOW,0.5,TIME_EXIT
AMD,2025-07-21,2025-08-04,157.0,176.77999877929688,7266.334460009304,0.12598725337131766,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2025-08-04,2025-08-18,179.98985290527344,181.99972534179688,1287.5868034597224,0.011166587471912707,TREND_FOLLOW,0.5,TIME_EXIT
PLTR,2025-08-04,2025-08-18,160.66000366210938,174.02999877929688,7500.398500458905,0.08321918842543091,TREND_FOLLOW,0.5,TIME_EXIT
AMD,2025-08-04,2025-08-18,176.77999877929688,176.13999938964844,-344.3257860068916,-0.0036203156130092096,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2025-08-18,2025-08-19,181.99972534179688,175.63009643554688,-4852.139791076392,-0.034998013839239527,TREND_FOLLOW,0.5,RSI_SELL
AMD,2025-08-18,2025-08-19,176.13999938964844,166.5500030517578,-3604.770320747557,-0.05444530697809358,PULLBACK,0.5,RSI_SELL
NVDA,2025-08-22,2025-08-28,177.97996520996094,180.1598358154297,1078.5478349028272,0.012247842631597223,PULLBACK,0.5,RSI_SELL
TSLA,2025-08-18,2025-09-02,335.1600036621094,329.3599853515625,-1822.7319235776813,-0.017305222124278728,TREND_FOLLOW,0.5,RSI_SELL
TSLA,2025-09-03,2025-09-16,334.0899963378906,421.6199951171875,33869.18347726978,0.2619952699534623,PULLBACK,0.5,TAKE_PROFIT
NET,2025-09-03,2025-09-17,205.7100067138672,213.8800048828125,3384.8939003974374,0.0397160949992549,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2025-09-16,2025-09-30,421.6199951171875,444.7200012207031,6502.064107507424,0.05478868737497868,TREND_FOLLOW,0.5,TIME_EXIT
COIN,2025-09-16,2025-09-30,327.9100036621094,337.489990234375,2358.1720786243386,0.0292152921999208,TREND_FOLLOW,0.5,TIME_EXIT
NVDA,2025-09-23,2025-10-07,178.42999267578125,185.0399932861328,3142.7910758113576,0.03704534485052834,TREND_FOLLOW,0.5,TIME_EXIT
TSLA,2025-09-30,2025-10-10,444.7200012207031,413.489990234375,-9469.615950732987,-0.07022398565525609,TREND_FOLLOW,0.5,RSI_SELL
PLTR,2025-10-10,2025-10-13,175.44000244140625,177.2100067138672,1142.8594845841144,0.01008894350108144,PULLBACK,0.5,RSI_SELL
